record_id,dog_name,purebred,akc,purebred_breed,okc,mixbred,mixbred_breed,acquisition_source,dog_age_acq_months,dog_age_acq_years,dog_age_today_months,dog_age_today_years,dog_sex,dog_spayed,dog_sex_month,dog_sex_year,dog_weight,prof_help,prof_type_3,prof_type_1,prof_type_2,prof_score,prof_discover,health_iss_1,health_iss_2,health_iss_3,health_iss_4,health_iss_5,health_iss_6,heath_oth,trainer_mult,trainer_count,trainer_cred,trainer_cred_type,trainer_cred_other,consultant_mult,consultant_count,consultant_cred,consultant_cred_type_1,consultant_cred_type_2,consultant_cred_type_3,consultant_cred_type_4,consultant_cred_type_5,consultant_cred_other,best_prof,best_prof_combo,training_methods_1,training_methods_2,training_methods_3,training_methods_4,equipment_1,equipment_2,equipment_3,equipment_4,equipment_5,equipment_9,equipment_6,equipment_7,equipment_10,equipment_11,equipment_8,desc_other_equip,med_rec,med_pursued,med_list_1,med_list_2,med_list_3,med_list_4,med_list_5,med_list_6,med_list_7,med_list_8,med_list_9,med_list_10,med_list_11,med_list_12,med_list_13,desc_other_med,med_combo_1,med_combo_2,med_combo_3,med_combo_4,med_combo_5,med_combo_6,med_combo_7,med_combo_8,med_combo_9,med_combo_10,med_combo_11,med_combo_12,med_combo_13,desc_other_combo,fluoxetine_dose,fluoxetine_freq,fluoxetine_nec,fluoxetine_span,fluoxetine_span_wk,fluoxetine_span_mn,fluoxetine_span_yr,sertraline_dose,sertraline_freq,sertraline_nec,sertraline_span,sertraline_span_wk,sertraline_span_mn,sertraline_span_yr,paroxetine_dose,paroxetine_freq,paroxetine_nec,paroxetine_span,paroxetine_span_wk,paroxetine_span_mn,paroxetine_span_yr,citalopram_dose,citalopram_freq,citalopram_nec,citalopram_span,citalopram_span_wk,citalopram_span_mn,citalopram_span_yr,escitalopram_dose,escitalopram_freq,escitalopram_nec,escitalopram_span,escitalopram_span_wk,escitalopram_span_mn,escitalopram_span_yr,clomipramine_dose,clomipramine_freq,clomipramine_nec,clomipramine_span,clomipramine_span_wk,clomipramine_span_mn,clomipramine_span_yr,trazadone_dose,trazadone_freq,trazadone_nec,trazadone_span,trazadone_span_wk,trazadone_span_mn,trazadone_span_yr,buspirone_dose,buspirone_freq,buspirone_nec,buspirone_span,buspirone_span_wk,buspirone_span_mn,buspirone_span_yr,valium_dose,valium_freq,valium_nec,valium_span,valium_span_wk,valium_span_mn,valium_span_yr,clonidine_dose,clonidine_freq,clonidine_nec,clonidine_span,clonidine_span_wk,clonidine_span_mn,clonidine_span_yr,acepromazine_dose,acepromazine_freq,acepromazine_nec,acepromazine_span,acepromazine_span_wk,acepromazine_span_mn,acepromazine_span_yr,diphenhydramine_dose,diphenhydramine_freq,diphenhydramine_nec,diphenhydramine_span,diphenhydramine_span_wk,diphenhydramine_span_mn,diphenhydramine_span_yr,other_drug_dose,other_drug_freq,other_drug_nec,other_drug_span,other_drug_span_wk,other_drug_span_mn,other_drug_span_yr,alt_treatment,alt_med_type_1,alt_med_type_2,alt_med_type_3,alt_med_type_4,alt_med_type_5,alt_med_type_6,alt_med_type_7,alt_med_type_8,alt_med_type_9,alt_med_type_10,alt_med_type_11,alt_med_type_12,alt_med_type_13,alt_med_type_15,alt_med_type_16,alt_med_type_17,alt_med_type_18,behavior_prog_rec,behavior_prog,behavior_tech_used_1,behavior_tech_used_2,behavior_tech_used_3,behavior_tech_used_4,behavior_tech_used_5,behavior_tech_used_6,behavior_tech_used_7,behavior_tech_used_8,behavior_tech_used_9,behavior_tech_used_10,behavior_tech_used_11,behavior_tech_used_12,behavior_tech_used_13,behavior_tech_used_14,behavior_tech_used_15,behavior_tech_used_16,behavior_tech_used_17,behavior_tech_used_18,behavior_tech_used_19,behavior_tech_other,behavior_tech_best_1,behavior_tech_best_2,behavior_tech_best_3,behavior_tech_best_4,behavior_tech_best_5,behavior_tech_best_6,behavior_tech_best_7,behavior_tech_best_8,behavior_tech_best_9,behavior_tech_best_10,behavior_tech_best_11,behavior_tech_best_12,behavior_tech_best_13,behavior_tech_best_14,behavior_tech_best_15,behavior_tech_best_16,behavior_tech_best_17,behavior_tech_best_18,behavior_tech_best_19,behavior_other_best,aggression_1,aggression_2,aggression_3,aggression_4,aggression_5,aggression_6,aggression_7,aggression_8,aggression_9,aggression_10,aggression_11,agg_time,final_word,owner_id
515,Cecil,1,1,16,,,,5,2,,,8,1,1,4,,45,1,0,1,0,1,,0,0,0,0,0,0,,0,,1,0,30 years experience,,,,0,0,0,0,0,,3,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,,,6,6,,,,,,,,,,1,492
522,Shakespeare,1,1,47,,,,5,,0.4,,6,1,1,,1,70,1,0,0,1,1,,0,0,0,0,0,0,,,,,,,0,,1,0,1,0,0,0,,8,"credentialed trainer, dacvb, vet",1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,7,,,,6,,,,,12,,499
526,Gemma,0,,,,1,"German Shepherd, Rottweiler",5,1,,,2.917,2,1,5,,130,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,6,4,,,,5,4,4,,5,24,1,503
588,Batya,1,1,97,,,,5,2,,,9,2,1,6,,65,1,0,1,0,1,,0,0,0,0,0,0,,1,4,1,1,,,,,0,0,0,0,0,,3,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,,,,,7,,4,6,,,,,104,,561
595,soda,,,,,,,4,,1,,3,1,1,9,,52,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2,0,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,5,5,,,,,,,,8,1,568
596,Zee,1,1,2,,,,4,,3,,9,2,1,,3,46,1,0,1,0,1,,0,0,0,0,0,0,,0,,1,1,,,,,0,0,0,0,0,,3,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,7,6,7,6,,,,,,,569
608,Phyre,1,0,,Kelpie,,,5,,1,,1,2,1,,1.5,38,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,7,6,,,,,,,30,,581
609,Rose,1,1,132,,,,5,3,,,9,2,1,6,,125,1,1,1,0,2,0,0,0,0,0,0,0,,1,3,1,0,"Certified by Petsmart, Penn Foster, Horrible Bark Busters",,,,0,0,0,0,0,,3,,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,"Bark Buster had the bag with chains in it to throw ""near"" the dog - meant to be a ""growl"" they said.... Just to note - I did NOT follow through with that crap...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,,6,6,5,4,4,4,5,5,,,208,,582
628,Sally,0,,,,0,,4,5,,,1.5,2,1,7,,17,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,,,6,5,,,,5,,,,,,1,601
648,Tootsie Roll,1,0,,Jack Russell Terrier JRTCA not AKC,,,5,1.5,,,10,2,1,,1,14,1,0,1,0,1,,0,0,0,0,0,0,,0,,1,1,,,,,0,0,0,0,0,,3,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,This one I just have to laugh at - Tootsie is a Jack Russell Terrier and sometimes I just have to MAKE her do things.  She is just wonderful on a leash and collar - but her off leash work is highly inconsistent.  :),,,,,4,,,,,,,,1,618
653,Shenandoah,0,,,,0,,4,4,,,4,2,1,6,,45,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,,,,,,,,,1,623
684,Ripley,1,1,160,,,,5,2,,,5,2,0,,,90,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,7,,,,,2,,654
704,Daisy,1,1,72,,,,7,2,,,7,2,1,,,,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,7,,6,,,,,,20,1,674
730,Digger,0,,,,1,"English Staffordshire Bull Terrier, Whippet",9,4,,,3,1,1,,1,35,1,0,1,1,2,,0,0,0,0,0,0,,1,3,2,,,1,2,2,0,0,0,0,0,,8,"trainer, consultant",1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,6,4,4,5,,5,4,,,,,5,4,700
738,Jango,0,,,,1,Beagle English Bulldog,4,6,,,1.5,1,1,8,,45,1,0,1,0,1,,0,0,0,0,0,0,,0,,1,1,,,,,0,0,0,0,0,,3,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,5,,,5,,,,,,,,3,1,708
747,Vinnie,0,,,,0,,4,4,,,10,1,1,6,,62,1,1,0,1,2,0,0,0,0,0,0,0,,,,,,,0,,1,1,1,0,0,0,,8,"consultant, vet",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,we tried a liquid initially but it didn't work. can't remember the name. didn't require a prescription.,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,20,1,0,3,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Avoidance of the stimuli that upset Vinnie. Crossing the street to avoid dogs or people he found threatening.,,4,5,4,,,5,,,,,12,,717
756,Sammy,0,,,,1,Mexican Hairless & Shih Tzu cross,4,,1,,5,1,1,9,,12,1,1,1,1,3,0,0,0,0,0,0,0,,1,3,1,1,,1,3,1,0,0,0,0,1,Animal Behavior College-ABC,8,"trainers, consultant",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,,,,5,,,4,4,,,,,8,1,725
771,Sully,1,1,64,,,,4,,5,,13,1,1,,5,9,1,1,0,1,2,0,0,0,0,0,0,0,,,,,,,0,,0,0,0,0,0,0,,4,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,,4,4,,,,,,,,1,740
781,Pinky,0,,,,1,"Boxer, American Bulldog",4,2,,,3,1,1,,2,56,1,1,1,0,2,0,0,0,0,0,0,0,,0,,0,,,,,,0,0,0,0,0,,3,,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,20,2,0,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,4,5,,,,,5,,,,4,,750
797,Pearl,0,,,,1,Dachshund mix,1,,2,,3,2,1,,2,16,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,5,5,,4,,5,,,,,20,1,763
824,Grace,0,,,,1,Husky collie cross,4,,,,7,2,1,,,,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,7,,,,,,,,40,,790
842,Sunshine,0,,,,1,Yellow lab and ?,9,2.75,,,9,2,1,,,65,1,0,0,1,1,,0,0,0,0,0,0,,,,,,,0,,1,1,1,0,0,0,,5,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4,,7,,,,4,2,,807
847,Coco,0,,,,1,Lab mix,4,2,,,5,2,1,6,,54,1,1,1,1,3,0,0,0,0,0,0,0,,1,3,1,1,,1,3,1,1,1,1,0,0,,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,Gabapentin,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,25,1,0,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,0,3,,,2,,,,,,,,,,,,,,,300,2,0,1,3,,,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,3,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,7,,,,7,4,,,,52,1,812
874,Cooper,0,,,,1,Great Pyrenees and Australian shepherd,7,3,,,1.5,1,1,7,,75,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,5,,,,,,,7,3,1,838
875,Molly,0,,,,0,,1,,4,,11,2,1,,4,56,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,,,,4,5,,,5,4,,,,12,1,839
878,Maggie,0,,,,1,Fox/Yorkshire terrier,5,2,,,7.5,2,1,,,11,1,1,0,1,2,1,0,1,0,0,0,0,,,,,,,0,,1,0,0,0,0,1,Live in Europe,1,,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Imepitoin,0,0,0,0,0,0,0,0,0,0,0,0,1,Imepiitoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,0,3,,,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,6,,,7,,,,,40,1,842
887,Rubin,1,1,102,,,,9,,5,,5,1,1,,5,80,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,8,"trainer, vet",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,20,1,0,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,,7,,,7,,,7,,,,,24,,851
891,Capone,0,,,,1,boxer mastiff,7,3,,,5,1,1,,,75,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,7,7,,,7,7,,,,,,,855
